Candidate,County,Number of Votes,Ten Percent of Vote,Tweet List
clinton,Sullivan,2497,Y,"['andrewlamberson: Bethany Yurek campaigns for #HillaryClinton in Claremont, N.H. during the #NHprimary https://t.co/2dto21rd7i\n', 'andrewlamberson: Bethany Yurek campaigns for #HillaryClinton in Claremont, N.H. during the #NHprimary https://t.co/2dto21rd7i\n', 'andrewlamberson: Bethany Yurek campaigns for #HillaryClinton in Claremont, N.H. during the #NHprimary https://t.co/2dto21rd7i\n', 'andrewlamberson: Bethany Yurek campaigns for #HillaryClinton in Claremont, N.H. during the #NHprimary https://t.co/2dto21rd7i\n']"
cruz,Belknap,2019,N,"['viewfromthecave: The second amendment is not about hunting, says #Cruz arguing it is about personal safety. #NHprimary\n', 'viewfromthecave: The second amendment is not about hunting, says #Cruz arguing it is about personal safety. #NHprimary\n']"
cruz,Carroll,1357,N,
cruz,Cheshire,1888,N,
cruz,Coos,601,N,
cruz,Grafton,1726,N,
cruz,Hillsborough,9606,N,"['SopanDeb: Trump saying Cruz had his ""Howard Dean moment"" last night....except for the fact that a key difference is that Dean...didn\'t win Iowa.\n', 'SopanDeb: Trump saying Cruz had his ""Howard Dean moment"" last night....except for the fact that a key difference is that Dean...didn\'t win Iowa.\n', 'HeadCountOrg: Looks like we are not the only #DeadHeads here at this #TedCruz rally! #NewHampshire #Primary https://t.co/AzaPqRj0DG\n', 'HeadCountOrg: Looks like we are not the only #DeadHeads here at this #TedCruz rally! #NewHampshire #Primary https://t.co/AzaPqRj0DG\n', 'HeadCountOrg: This is not #TedCruz but these cupcakes are great! ... #NewHampshire #HeadCount #CupCakes https://t.co/5yGBdXN3Wq\n', 'HeadCountOrg: This is not #TedCruz but these cupcakes are great! ... #NewHampshire #HeadCount #CupCakes https://t.co/5yGBdXN3Wq\n', ""mistershaloo: When you're voting for Ted Cruz #tedcruz #instamood #instagood #newhampshire #primary #election https://t.co/kpVEKTRuJc\n"", 'Philip_Elliott: Ted Cruz and Donald Trump have one commonality: they turn their crowds against the media. #nh https://t.co/mP14ZoLyXL\n', 'Philip_Elliott: Ted Cruz and Donald Trump have one commonality: they turn their crowds against the media. #nh https://t.co/mP14ZoLyXL\n', 'k_rapoza33: Just me and my main man Teddy Cruz @ Nashua, New Hampshire https://t.co/r1SGs9YntR\n', 'griffingulledge: Can we really trust a man who wears two watches? #Cruz @ Nashua, New Hampshire https://t.co/t1qhAYO1km\n', 'Tommygreen18: @tedcruz my town !! Viva la Cruz!!! We welcome you Mr. Cruz\n', 'Tommygreen18: @tedcruz my town !! Viva la Cruz!!! We welcome you Mr. Cruz\n', 'k_rapoza33: #FirstFamilyGoals @ Ted Cruz for President https://t.co/DfOC4cJv5a\n', 'k_rapoza33: #FirstFamilyGoals @ Ted Cruz for President https://t.co/DfOC4cJv5a\n', 'DraperRobert: When the enemy of your enemy is Cruz--my @NYTmag story on Cruz in frenemy territory: https://t.co/Olr2cvjIND\n', 'Ekreagan: The one. The only. Vermin Supreme!! At a Ted Cruz rally! #verminsupreme #newhampshire #cruz @ https://t.co/wEDRfpcx0Q\n', 'sullduggery: ""They run pretending to be us,"" Cruz says of all his opponents, to ""a room full of patriots."" @ https://t.co/NG7NzSoRYA\n', 'DraperRobert: When the enemy of your enemy is Cruz--my @NYTmag story on Cruz in frenemy territory: https://t.co/Olr2cvjIND\n', 'Ekreagan: The one. The only. Vermin Supreme!! At a Ted Cruz rally! #verminsupreme #newhampshire #cruz @ https://t.co/wEDRfpcx0Q\n', 'sullduggery: ""They run pretending to be us,"" Cruz says of all his opponents, to ""a room full of patriots."" @ https://t.co/NG7NzSoRYA\n', 'HamdanAzhar: finally made it to the belly of the beast. Donald Trump just called Ted Cruz a pussy and the https://t.co/7NkHvwYYod\n', 'HamdanAzhar: finally made it to the belly of the beast. Donald Trump just called Ted Cruz a pussy and the https://t.co/7NkHvwYYod\n', 'nhfreedom: The least bad Republican still in the race is @SenTedCruz. The least bad Democrat in the race is @VerminSupreme. #NHprimary2016 #nhpolitics\n', 'nhfreedom: The least bad Republican still in the race is @SenTedCruz. The least bad Democrat in the race is @VerminSupreme. #NHprimary2016 #nhpolitics\n', 'JuliaManch: Had the opportunity to go to a Cruz event yesterday. Read about my experience here: https://t.co/TbIVyYCwrc\n', 'mattklewis: Cruz about to speak here. @ Red Arrow Diner https://t.co/MinYPKWNO2\n', 'JohnSurico: Cruz country. @ Manchester, New Hampshire https://t.co/ORUhPK6NA6\n', 'Alli_Brennan: This van made it all the way from Texas to support #TedCruz in the #nhprimary. This woman has https://t.co/m0c8U8rcXz\n', 'Alli_Brennan: This van made it all the way from Texas to support #TedCruz in the #nhprimary. This woman has https://t.co/m0c8U8rcXz\n', 'ssbot: Ted Cruz Sighting: Manchester, New Hampshire/ Red Arrow Diner https://t.co/onS1okQK8c\n', 'WesternMAPhoto: A van, belonging to smokers rights activist (and Ted Cruz supporter) Lynda Farley of Edmonton, https://t.co/8DJql0LZhT\n', 'HamdanAzhar: finally made it to the belly of the beast. Donald Trump just called Ted Cruz a pussy and the https://t.co/7NkHvwYYod\n', 'HamdanAzhar: finally made it to the belly of the beast. Donald Trump just called Ted Cruz a pussy and the https://t.co/7NkHvwYYod\n', 'nhfreedom: The least bad Republican still in the race is @SenTedCruz. The least bad Democrat in the race is @VerminSupreme. #NHprimary2016 #nhpolitics\n', 'nhfreedom: The least bad Republican still in the race is @SenTedCruz. The least bad Democrat in the race is @VerminSupreme. #NHprimary2016 #nhpolitics\n', 'JuliaManch: Had the opportunity to go to a Cruz event yesterday. Read about my experience here: https://t.co/TbIVyYCwrc\n', 'mattklewis: Cruz about to speak here. @ Red Arrow Diner https://t.co/MinYPKWNO2\n', 'JohnSurico: Cruz country. @ Manchester, New Hampshire https://t.co/ORUhPK6NA6\n', 'Alli_Brennan: This van made it all the way from Texas to support #TedCruz in the #nhprimary. This woman has https://t.co/m0c8U8rcXz\n', 'Alli_Brennan: This van made it all the way from Texas to support #TedCruz in the #nhprimary. This woman has https://t.co/m0c8U8rcXz\n', 'ssbot: Ted Cruz Sighting: Manchester, New Hampshire/ Red Arrow Diner https://t.co/onS1okQK8c\n', 'WesternMAPhoto: A van, belonging to smokers rights activist (and Ted Cruz supporter) Lynda Farley of Edmonton, https://t.co/8DJql0LZhT\n', ""JHall7news: Cruzin' to Victory (?) at tedcruz headquarters on election night. Don't get dizzy. @ Alpine https://t.co/qBZRCR8wfH\n"", ""JHall7news: Cruzin' to Victory (?) at tedcruz headquarters on election night. Don't get dizzy. @ Alpine https://t.co/qBZRCR8wfH\n"", 'MVincent11: Totally absurd. God will he plz go away! ""@WMUR9: Donald Trump threatens to sue Ted Cruz https://t.co/oZijDC5a6a https://t.co/iu5x0jmkG6""\n', 'MVincent11: Totally absurd. God will he plz go away! ""@WMUR9: Donald Trump threatens to sue Ted Cruz https://t.co/oZijDC5a6a https://t.co/iu5x0jmkG6""\n', 'MVincent11: Totally absurd. God will he plz go away! ""@WMUR9: Donald Trump threatens to sue Ted Cruz https://t.co/oZijDC5a6a https://t.co/iu5x0jmkG6""\n', 'MVincent11: Totally absurd. God will he plz go away! ""@WMUR9: Donald Trump threatens to sue Ted Cruz https://t.co/oZijDC5a6a https://t.co/iu5x0jmkG6""\n']"
cruz,Merrimack,3781,N,"['Redistrict: Cruz packing the house right now at New England College in Henniker, NH. Big day for R visits to Merrimack County. https://t.co/1JFKzug1Ut\n', ""Redistrict: Fmr. Sen. Bob Smith intros Cruz in Henniker. In '12, saw him intro Newt in front of decommissioned tanks in Wolfeboro...didn't work so well.\n"", 'Redistrict: Cruz fields climate change Q: claims no warming in last 18 yrs, bashes ""alarmists."" Eyerolls from many NEC students. https://t.co/EWYeIGTDdG\n', ""Redistrict: Cruz red meat here in Henniker = standard fare for SEC primary states but a rare glimpse into why he'd be such a non-starter in blue America\n"", 'JHall7news: Ted Cruz speaking to a crowd at a general store in Hooksett NH. @ Hooksett, New Hampshire https://t.co/MbG0kNgC6R\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', ""JHall7news: Ted Cruz bus now arriving for the candidate's speech at a substance abuse forum in Hooksett NH. https://t.co/05YNBvWVEI\n"", ""Redistrict: Cruz poignantly shares story of his sister Miriam's addiction &amp; tragic drug overdose. Some tears in church audience. https://t.co/0bE50GiiWB\n"", 'Redistrict: In NH church, Cruz rails against Hollywood: ""Sean Penn must think El Chapo is a sexy and attractive character."" https://t.co/o0K1stVUMa\n', ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""a_poli_clypse: Big day here-who's it going to be? #NHPrimary #Cruz #Trump #Clinton #Sanders Putin? https://t.co/xCwsxLQ33P\n"", ""a_poli_clypse: Big day here-who's it going to be? #NHPrimary #Cruz #Trump #Clinton #Sanders Putin? https://t.co/xCwsxLQ33P\n"", ""a_poli_clypse: Big day here-who's it going to be? #NHPrimary #Cruz #Trump #Clinton #Sanders Putin? https://t.co/xCwsxLQ33P\n"", ""a_poli_clypse: Big day here-who's it going to be? #NHPrimary #Cruz #Trump #Clinton #Sanders Putin? https://t.co/xCwsxLQ33P\n""]"
cruz,Rockingham,7991,N,"['JamesPindell: #fitn Cruz takes the stage for the first time in New Hampshire after winning the Iowa caucuses. https://t.co/uxZkZOn7s3\n', ""Bertine83: @bi_politics: 'Trump-er tantrum': Ted Cruz suggests Donald Trump is so unstable that he'd 'nuke Denmark' https://t.co/gcJ4M1aHHA LOL\n"", ""Bertine83: @bi_politics: 'Trump-er tantrum': Ted Cruz suggests Donald Trump is so unstable that he'd 'nuke Denmark' https://t.co/gcJ4M1aHHA LOL\n"", 'dcopewbz: Crowd files in for Ted Cruz town hall meeting at Portsmouth, NH car dealer. #wbz https://t.co/8TZkKEdegu\n', 'dcopewbz: Stage set for #Ted Cruz Portsmouth, NH Town Hall mtg. #wbz https://t.co/NjyzKRYJag\n', 'dcopewbz: #Ted Cruz says Iowa results showed the media will not select the next President of the United States. #wbz https://t.co/qO9uQvXlOz\n', 'dcopewbz: Ted Cruz tells Portsmouth town hall we must bring back the old Reagan Coalition. #wbz\n', 'dcopewbz: #Ted Cruz says every word of Obamacare should be repealed, IRS should be abolished. #wbz\n', 'dcopewbz: #Ted Cruz says NH and Texas see eye to eye on guns - ""gun control means hittin\' what you aim at."" #wbz\n', 'dcopewbz: #Ted Cruz says conditions now are similar to end of Carter adm, then came Reagan revolution. #wbz\n', 'dcopewbz: #Ted Cruz says treatment of veterans the last 7 years has been ""shameful"". #wbz\n', 'dcopewbz: #Ted Cruz says Donald Trump is ""very rattled right now."" #wbz\n', 'dcopewbz: #Ted Cruz says Donald Trump is ""very rattled right now."" #wbz\n', 'dcopewbz: #Ted Cruz says people are not interested in temper tantrums and food fights.#wbz\n', 'm0nicajorge: Ted Cruz greets a family of four at his Town Hall meeting in Salem, New Hampshire on Friday https://t.co/d3ccvclzf7\n', ""natsfert: Chillin at 'Cruz. @ Salem, New Hampshire https://t.co/qZFf0sAiCv\n"", 'natsfert: 13-yr-old James takes a break at a full house #Cruz rally that started pretty late and ran https://t.co/fnZJSvUO6Z\n', 'm0nicajorge: Ted Cruz greets a family of four at his Town Hall meeting in Salem, New Hampshire on Friday https://t.co/d3ccvclzf7\n', ""natsfert: Chillin at 'Cruz. @ Salem, New Hampshire https://t.co/qZFf0sAiCv\n"", 'natsfert: 13-yr-old James takes a break at a full house #Cruz rally that started pretty late and ran https://t.co/fnZJSvUO6Z\n', 'MarkJRemillard: Cruz says he\'s feeling ""fantastic"" on day ahead of the #NewHampshire primary. @ Tuckaway Tavern https://t.co/kvdQ1fCenr\n', 'betsy_klein: View through my monopod as Ted Cruz manages expectations in a gaggle with reporters in Raymond, https://t.co/ijvlQxV4wM\n', 'MarkJRemillard: Cruz says he\'s feeling ""fantastic"" on day ahead of the #NewHampshire primary. @ Tuckaway Tavern https://t.co/kvdQ1fCenr\n', 'betsy_klein: View through my monopod as Ted Cruz manages expectations in a gaggle with reporters in Raymond, https://t.co/ijvlQxV4wM\n', 'pjbeardsley: Ted Cruz attack ad parodies iconic Office Space fax machine scene: https://t.co/FheSeP6S9Y\n', 'pjbeardsley: Ted Cruz attack ad parodies iconic Office Space fax machine scene: https://t.co/FheSeP6S9Y\n']"
cruz,Strafford,3324,N,
cruz,Sullivan,951,N,
fiorina,Belknap,674,N,
fiorina,Carroll,441,N,
fiorina,Cheshire,565,N,
fiorina,Coos,275,N,
fiorina,Grafton,684,N,
fiorina,Hillsborough,3616,N,"[""thecourier: Choosing debate criteria always tough, but exclusion remains deadly at finish line before vote. Tonight's stage didn't cry out for Fiorina.\n"", 'matthewlundh: Checking out the Carly Fiorina #SB50 pre-game party! #fitn #NHPrimary @ The Yard Restaurant https://t.co/9WKuEhdA98\n', 'The_Cantidates: Welcome to the Carly Fiorina Super Bowl party that is great except for two small things - no https://t.co/ZPQ0lqYKWR\n', 'matthewlundh: Carly Fiorina takes the ""stage"". #fitn #NHPrimary @ The Yard Restaurant https://t.co/70oVl53OLx\n', 'The_Cantidates: Carly Fiorina was not allowed into last night\'s debate. Therefore, I will not allow ""The https://t.co/Dac6FHgjEo\n', ""thecourier: Choosing debate criteria always tough, but exclusion remains deadly at finish line before vote. Tonight's stage didn't cry out for Fiorina.\n"", 'matthewlundh: Checking out the Carly Fiorina #SB50 pre-game party! #fitn #NHPrimary @ The Yard Restaurant https://t.co/9WKuEhdA98\n', 'The_Cantidates: Welcome to the Carly Fiorina Super Bowl party that is great except for two small things - no https://t.co/ZPQ0lqYKWR\n', 'matthewlundh: Carly Fiorina takes the ""stage"". #fitn #NHPrimary @ The Yard Restaurant https://t.co/70oVl53OLx\n', 'The_Cantidates: Carly Fiorina was not allowed into last night\'s debate. Therefore, I will not allow ""The https://t.co/Dac6FHgjEo\n', 'ssbot: Carly Fiorina Sighting: Manchester, New Hampshire https://t.co/Y3F9uMqHlW\n', 'ssbot: Carly Fiorina Sighting: Manchester, New Hampshire https://t.co/Y3F9uMqHlW\n', 'RealChrisEme: Carly Fiorina talking with #wsvn this morning at a polling location in Bedford, NH. https://t.co/Xi9PmSMV9s\n', 'RealChrisEme: Carly Fiorina talking with #wsvn this morning at a polling location in Bedford, NH. https://t.co/Xi9PmSMV9s\n', 'paddygreenfield: Primary Night #FITN parties.  Here to give my regards to the impressive Carly Fiorina and her crew. https://t.co/386ir4uII5\n', 'paddygreenfield: Primary Night #FITN parties.  Here to give my regards to the impressive Carly Fiorina and her crew. https://t.co/386ir4uII5\n']"
fiorina,Merrimack,1511,N,"['nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #greta yes,   Fiorina must debate in #nh on Saturday #nhpolitics\n', 'nhbizreport: #greta yes,   Fiorina must debate in #nh on Saturday #nhpolitics\n', 'PaulCurleyBC: Here for lunch. Carly Fiorina here now too. (@ The @BarleyHouse Restaurant &amp; Tavern in Concord, NH) https://t.co/sHBX8ij14o\n', 'PaulCurleyBC: Here for lunch. Carly Fiorina here now too. (@ The @BarleyHouse Restaurant &amp; Tavern in Concord, NH) https://t.co/sHBX8ij14o\n']"
fiorina,Rockingham,2829,N,
fiorina,Strafford,884,N,
fiorina,Sullivan,295,N,
gilmore,Belknap,5,N,
gilmore,Carroll,4,N,
gilmore,Cheshire,5,N,
gilmore,Coos,3,N,
gilmore,Grafton,10,N,
gilmore,Hillsborough,44,N,"[""JessicaTaylor: I'm watching the Super Bowl with Jim Gilmore in Nashua NH @ Arena Sportsbar &amp; Nightclub https://t.co/uh59E84Zmz\n"", ""JessicaTaylor: I'm watching the Super Bowl with Jim Gilmore in Nashua NH @ Arena Sportsbar &amp; Nightclub https://t.co/uh59E84Zmz\n"", 'NHTemen: Just met Jim Gilmore at the polls.  #jimgilmore #gilmoreforpresident This post is not an https://t.co/4JTKEUGSNe\n', 'NHTemen: Just met Jim Gilmore at the polls.  #jimgilmore #gilmoreforpresident This post is not an https://t.co/4JTKEUGSNe\n']"
gilmore,Merrimack,21,N,
gilmore,Rockingham,21,N,
gilmore,Strafford,12,N,
gilmore,Sullivan,9,N,
graham,Belknap,4,N,
graham,Carroll,4,N,
graham,Cheshire,5,N,
graham,Coos,5,N,
graham,Grafton,4,N,
graham,Hillsborough,16,N,"['MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'MitchEPerry: At @JebBush town hall in Bedford, NH, @LindseyGrahamSC says Dem candidates are so far left, ""They\'re in #SanFrancisco ""\n', 'jaconi: Commercials just got a lot more interesting. Bravo @INJO @GrahamBlog @SenJohnMcCain @TheMuppets #GOPDebate https://t.co/JDvTIR6f9U\n', 'jaconi: Commercials just got a lot more interesting. Bravo @INJO @GrahamBlog @SenJohnMcCain @TheMuppets #GOPDebate https://t.co/JDvTIR6f9U\n']"
graham,Merrimack,11,N,
graham,Rockingham,16,N,"['jorgearriz: Backstage with Sen Lyndsey Graham at the Woodbury Middle School in https://t.co/SfFvknfqhe\n', 'jorgearriz: Backstage with Sen Lyndsey Graham at the Woodbury Middle School in https://t.co/SfFvknfqhe\n']"
graham,Strafford,5,N,
graham,Sullivan,3,N,
huckabee,Belknap,9,N,
huckabee,Carroll,8,N,
huckabee,Cheshire,7,N,
huckabee,Coos,7,N,
huckabee,Grafton,23,N,
huckabee,Hillsborough,49,N,"[""SopanDeb: Per @seangallitz - Huckabee going to Florida tomorrow, not Arkansas. This means he won't be at Trump's event tomorrow.\n"", ""SopanDeb: Per @seangallitz - Huckabee going to Florida tomorrow, not Arkansas. This means he won't be at Trump's event tomorrow.\n""]"
huckabee,Merrimack,31,N,
huckabee,Rockingham,43,N,"['Bertine83: Na @GovMikeHuckabee (#check) en @RandPaul (#uncheck ) taait ook @RickSantorum (#check) af #NH2016 #NHPrimary\n', 'Bertine83: Na @GovMikeHuckabee (#check) en @RandPaul (#uncheck ) taait ook @RickSantorum (#check) af #NH2016 #NHPrimary\n', 'Bertine83: Na @GovMikeHuckabee (#check) en @RandPaul (#uncheck ) taait ook @RickSantorum (#check) af #NH2016 #NHPrimary\n', 'Bertine83: Na @GovMikeHuckabee (#check) en @RandPaul (#uncheck ) taait ook @RickSantorum (#check) af #NH2016 #NHPrimary\n', 'Bertine83: Na @GovMikeHuckabee (#check) en @RandPaul (#uncheck ) taait ook @RickSantorum (#check) af #NH2016 #NHPrimary\n']"
huckabee,Strafford,32,N,
huckabee,Sullivan,7,N,
jindal,Belknap,0,N,
jindal,Carroll,2,N,
jindal,Cheshire,5,N,
jindal,Coos,1,N,
jindal,Grafton,2,N,
jindal,Hillsborough,11,N,
jindal,Merrimack,10,N,
jindal,Rockingham,13,N,
jindal,Strafford,9,N,
jindal,Sullivan,0,N,
kasich,Belknap,2464,N,"['DraperRobert: @djangostone  @LizMair but not for a D over @JohnKasich ? So: https://t.co/e0XjKUuXkG\n', 'DraperRobert: @djangostone  @LizMair but not for a D over @JohnKasich ? So: https://t.co/e0XjKUuXkG\n', 'DraperRobert: @djangostone  @LizMair but not for a D over @JohnKasich ? So: https://t.co/e0XjKUuXkG\n', 'DraperRobert: @djangostone  @LizMair but not for a D over @JohnKasich ? So: https://t.co/e0XjKUuXkG\n']"
kasich,Carroll,2279,Y,
kasich,Cheshire,2177,N,
kasich,Coos,943,N,"['FOX40: Kasich, Sanders Win Vote in New Hampshires DixvilleNotch https://t.co/7jOnU6gzQs\n', 'FOX40: Kasich, Sanders Win Vote in New Hampshires DixvilleNotch https://t.co/7jOnU6gzQs\n']"
kasich,Grafton,3475,N,"['Redistrict: Kasich crowd full of old time New England GOPers. Plymouth about as far north as most R cands will go this week. https://t.co/TidAmNN8qC\n', 'Redistrict: Who says liberal New England Republicans are extinct? Fmr. CT Rep. Chris Shays now vouching for Kasich from back of room. #bygoneera\n', 'Redistrict: Kasich answer to foreign pol question sounds like random pages of CIA world factbook...no unifying theme/narrative https://t.co/dlnwL92kXy\n', 'Redistrict: ""Put that in your pipe and smoke it, Jeb!"" Kasich exclaims to loud laughs and applause. Too bad I missed the context, but funny anyway.\n', 'Redistrict: ""Put that in your pipe and smoke it, Jeb!"" Kasich exclaims to loud laughs and applause. Too bad I missed the context, but funny anyway.\n', 'rushadthomas: So yeah, I voted for John Kasich this morning. #FITNPrimary https://t.co/PVyGyYCMjb\n', 'rushadthomas: So yeah, I voted for John Kasich this morning. #FITNPrimary https://t.co/PVyGyYCMjb\n']"
